State         Time     Position         c_LiPF6            Φ_2
  CDR        hours           um          mol/mL               V
  D        0.00361      0.12500    1.00000E-003    2.69188E-002
  D        0.00361      0.17500    1.00000E-003    2.53675E-002
  D        0.00361      0.22500    1.00000E-003    2.38163E-002
  D        0.00361      0.27500    1.00000E-003    2.22650E-002
  D        0.00361      0.32500    1.00000E-003    2.07138E-002
  D        0.00361      0.37500    1.00000E-003    1.91625E-002
  D        0.00361      0.42500    1.00000E-003    1.76113E-002
  D        0.00361      0.47500    1.00000E-003    1.60600E-002
  D        0.00361      0.52500    1.00000E-003    1.45088E-002
  D        0.00361      0.57500    1.00000E-003    1.29576E-002
  D        0.00361      0.62500    1.00000E-003    1.14063E-002
  D        0.00361      0.67500    1.00000E-003    9.85505E-003
  D        0.00361      0.72500    1.00000E-003    8.30381E-003
  D        0.00361      0.77500    1.00000E-003    6.75256E-003
  D        0.00361      0.82500    1.00000E-003    5.20131E-003
  D        0.00361      0.87500    1.00000E-003    3.65006E-003
  D        0.00361      0.92500    9.99995E-004    2.09887E-003
  D        0.00361      0.97500    9.99358E-004    5.54151E-004
  D        0.00361      1.00000    9.77792E-004    0.00000E+000
  D        0.00389      0.00000    1.02257E-003    3.05628E-002
  D        0.00389      0.02500    1.00069E-003    3.00133E-002
  D        0.00389      0.07500    1.00001E-003    2.84695E-002
  D        0.00389      0.12500    1.00000E-003    2.69183E-002
  D        0.00389      0.17500    1.00000E-003    2.53670E-002
  D        0.00389      0.22500    1.00000E-003    2.38158E-002
  D        0.00389      0.27500    1.00000E-003    2.22645E-002
  D        0.00389      0.32500    1.00000E-003    2.07133E-002
  D        0.00389      0.37500    1.00000E-003    1.91621E-002
  D        0.00389      0.42500    1.00000E-003    1.76108E-002
  D        0.00389      0.47500    1.00000E-003    1.60596E-002
  D        0.00389      0.52500    1.00000E-003    1.45083E-002
  D        0.00389      0.57500    1.00000E-003    1.29571E-002
  D        0.00389      0.62500    1.00000E-003    1.14058E-002
  D        0.00389      0.67500    1.00000E-003    9.85456E-003
  D        0.00389      0.72500    1.00000E-003    8.30331E-003
  D        0.00389      0.77500    1.00000E-003    6.75207E-003
  D        0.00389      0.82500    1.00000E-003    5.20082E-003
  D        0.00389      0.87500    1.00000E-003    3.64957E-003
  D        0.00389      0.92500    9.99994E-004    2.09838E-003
  D        0.00389      0.97500    9.99309E-004    5.54161E-004
  D        0.00389      1.00000    9.77743E-004    0.00000E+000
  D        0.00417      0.00000    1.02262E-003    3.05617E-002
  D        0.00417      0.02500    1.00074E-003    3.00123E-002
  D        0.00417      0.07500    1.00001E-003    2.84690E-002
  D        0.00417      0.12500    1.00000E-003    2.69178E-002
  D        0.00417      0.17500    1.00000E-003    2.53666E-002
  D        0.00417      0.22500    1.00000E-003    2.38153E-002
  D        0.00417      0.27500    1.00000E-003    2.22641E-002
  D        0.00417      0.32500    1.00000E-003    2.07128E-002
  D        0.00417      0.37500    1.00000E-003    1.91616E-002
  D        0.00417      0.42500    1.00000E-003    1.76103E-002
  D        0.00417      0.47500    1.00000E-003    1.60591E-002
  D        0.00417      0.52500    1.00000E-003    1.45078E-002
  D        0.00417      0.57500    1.00000E-003    1.29566E-002
  D        0.00417      0.62500    1.00000E-003    1.14053E-002
  D        0.00417      0.67500    1.00000E-003    9.85407E-003
  D        0.00417      0.72500    1.00000E-003    8.30282E-003
  D        0.00417      0.77500    1.00000E-003    6.75157E-003
  D        0.00417      0.82500    1.00000E-003    5.20033E-003
  D        0.00417      0.87500    1.00000E-003    3.64908E-003
  D        0.00417      0.92500    9.99993E-004    2.09790E-003
  D        0.00417      0.97500    9.99261E-004    5.54171E-004
  D        0.00417      1.00000    9.77695E-004    0.00000E+000
  D        0.00444      0.00000    1.02267E-003    3.05607E-002
  D        0.00444      0.02500    1.00079E-003    3.00113E-002
  D        0.00444      0.07500    1.00001E-003    2.84685E-002
  D        0.00444      0.12500    1.00000E-003    2.69173E-002
  D        0.00444      0.17500    1.00000E-003    2.53661E-002
  D        0.00444      0.22500    1.00000E-003    2.38148E-002
  D        0.00444      0.27500    1.00000E-003    2.22636E-002
  D        0.00444      0.32500    1.00000E-003    2.07123E-002
  D        0.00444      0.37500    1.00000E-003    1.91611E-002
  D        0.00444      0.42500    1.00000E-003    1.76098E-002
  D        0.00444      0.47500    1.00000E-003    1.60586E-002
  D        0.00444      0.52500    1.00000E-003    1.45073E-002
  D        0.00444      0.57500    1.00000E-003    1.29561E-002
  D        0.00444      0.62500    1.00000E-003    1.14048E-002
  D        0.00444      0.67500    1.00000E-003    9.85358E-003
  D        0.00444      0.72500    1.00000E-003    8.30233E-003
  D        0.00444      0.77500    1.00000E-003    6.75108E-003
  D        0.00444      0.82500    1.00000E-003    5.19983E-003
  D        0.00444      0.87500    1.00000E-003    3.64859E-003
  D        0.00444      0.92500    9.99992E-004    2.09742E-003
  D        0.00444      0.97500    9.99212E-004    5.54182E-004
  D        0.00444      1.00000    9.77647E-004    0.00000E+000
  D        0.00472      0.00000    1.02272E-003    3.05597E-002
  D        0.00472      0.02500    1.00084E-003    3.00102E-002
  D        0.00472      0.07500    1.00001E-003    2.84680E-002
  D        0.00472      0.12500    1.00000E-003    2.69168E-002
  D        0.00472      0.17500    1.00000E-003    2.53656E-002
  D        0.00472      0.22500    1.00000E-003    2.38143E-002
  D        0.00472      0.27500    1.00000E-003    2.22631E-002
  D        0.00472      0.32500    1.00000E-003    2.07118E-002
  D        0.00472      0.37500    1.00000E-003    1.91606E-002
  D        0.00472      0.42500    1.00000E-003    1.76093E-002
  D        0.00472      0.47500    1.00000E-003    1.60581E-002
  D        0.00472      0.52500    1.00000E-003    1.45068E-002
  D        0.00472      0.57500    1.00000E-003    1.29556E-002
  D        0.00472      0.62500    1.00000E-003    1.14043E-002
  D        0.00472      0.67500    1.00000E-003    9.85309E-003
  D        0.00472      0.72500    1.00000E-003    8.30184E-003
  D        0.00472      0.77500    1.00000E-003    6.75059E-003
  D        0.00472      0.82500    1.00000E-003    5.19934E-003
  D        0.00472      0.87500    1.00000E-003    3.64810E-003
  D        0.00472      0.92500    9.99991E-004    2.09694E-003
  D        0.00472      0.97500    9.99163E-004    5.54192E-004
  D        0.00472      1.00000    9.77599E-004    0.00000E+000
  D        0.00500      0.00000    1.02277E-003    3.05587E-002
  D        0.00500      0.02500    1.00089E-003    3.00092E-002
  D        0.00500      0.07500    1.00001E-003    2.84675E-002
  D        0.00500      0.12500    1.00000E-003    2.69163E-002
  D        0.00500      0.17500    1.00000E-003    2.53651E-002
  D        0.00500      0.22500    1.00000E-003    2.38138E-002
  D        0.00500      0.27500    1.00000E-003    2.22626E-002
  D        0.00500      0.32500    1.00000E-003    2.07113E-002
  D        0.00500      0.37500    1.00000E-003    1.91601E-002
  D        0.00500      0.42500    1.00000E-003    1.76088E-002
  D        0.00500      0.47500    1.00000E-003    1.60576E-002
  D        0.00500      0.52500    1.00000E-003    1.45063E-002
  D        0.00500      0.57500    1.00000E-003    1.29551E-002
  D        0.00500      0.62500    1.00000E-003    1.14038E-002
  D        0.00500      0.67500    1.00000E-003    9.85260E-003
  D        0.00500      0.72500    1.00000E-003    8.30135E-003
  D        0.00500      0.77500    1.00000E-003    6.75010E-003
  D        0.00500      0.82500    1.00000E-003    5.19885E-003
  D        0.00500      0.87500    1.00000E-003    3.64761E-003
  D        0.00500      0.92500    9.99990E-004    2.09646E-003
  D        0.00500      0.97500    9.99114E-004    5.54202E-004
  D        0.00500      1.00000    9.77551E-004    0.00000E+000
  D        0.00528      0.00000    1.02282E-003    3.05576E-002
  D        0.00528      0.02500    1.00093E-003    3.00082E-002
  D        0.00528      0.07500    1.00001E-003    2.84670E-002
  D        0.00528      0.12500    1.00000E-003    2.69158E-002
  D        0.00528      0.17500    1.00000E-003    2.53646E-002
  D        0.00528      0.22500    1.00000E-003    2.38133E-002
  D        0.00528      0.27500    1.00000E-003    2.22621E-002
  D        0.00528      0.32500    1.00000E-003    2.07108E-002
  D        0.00528      0.37500    1.00000E-003    1.91596E-002
  D        0.00528      0.42500    1.00000E-003    1.76084E-002
