        Time     Position            Conc
       hours           um           mol/L
     1.90000      0.17500     8.25396E-01
     1.90000      0.22500     7.75493E-01
     1.90000      0.27500     7.25577E-01
     1.90000      0.32500     6.75647E-01
     1.90000      0.37500     6.25701E-01
     1.90000      0.42500     5.75738E-01
     1.90000      0.47500     5.25756E-01
     1.90000      0.52500     4.75756E-01
     1.90000      0.57500     4.25738E-01
     1.90000      0.62500     3.75701E-01
     1.90000      0.67500     3.25647E-01
     1.90000      0.72500     2.75577E-01
     1.90000      0.77500     2.25493E-01
     1.90000      0.82500     1.75396E-01
     1.90000      0.87500     1.25290E-01
     1.90000      0.92500     7.51771E-02
     1.90000      0.97500     2.50595E-02
     1.90000      1.00000     0.00000E+00
     2.00000      0.00000     1.00000E+00
     2.00000      0.02500     9.75042E-01
     2.00000      0.07500     9.25124E-01
     2.00000      0.12500     8.75204E-01
     2.00000      0.17500     8.25278E-01
     2.00000      0.22500     7.75346E-01
     2.00000      0.27500     7.25405E-01
     2.00000      0.32500     6.75454E-01
     2.00000      0.37500     6.25492E-01
     2.00000      0.42500     5.75517E-01
     2.00000      0.47500     5.25531E-01
     2.00000      0.52500     4.75531E-01
     2.00000      0.57500     4.25517E-01
     2.00000      0.62500     3.75492E-01
     2.00000      0.67500     3.25454E-01
     2.00000      0.72500     2.75405E-01
     2.00000      0.77500     2.25346E-01
     2.00000      0.82500     1.75278E-01
     2.00000      0.87500     1.25204E-01
     2.00000      0.92500     7.51242E-02
     2.00000      0.97500     2.50418E-02
     2.00000      1.00000     0.00000E+00
     2.10000      0.00000     1.00000E+00
     2.10000      0.02500     9.75029E-01
     2.10000      0.07500     9.25087E-01
     2.10000      0.12500     8.75143E-01
     2.10000      0.17500     8.25195E-01
     2.10000      0.22500     7.75242E-01
     2.10000      0.27500     7.25284E-01
     2.10000      0.32500     6.75318E-01
     2.10000      0.37500     6.25345E-01
     2.10000      0.42500     5.75363E-01
     2.10000      0.47500     5.25372E-01
     2.10000      0.52500     4.75372E-01
     2.10000      0.57500     4.25363E-01
     2.10000      0.62500     3.75345E-01
     2.10000      0.67500     3.25318E-01
     2.10000      0.72500     2.75284E-01
     2.10000      0.77500     2.25242E-01
     2.10000      0.82500     1.75195E-01
     2.10000      0.87500     1.25143E-01
     2.10000      0.92500     7.50872E-02
     2.10000      0.97500     2.50293E-02
     2.10000      1.00000     0.00000E+00
     2.20000      0.00000     1.00000E+00
     2.20000      0.02500     9.75021E-01
     2.20000      0.07500     9.25061E-01
     2.20000      0.12500     8.75100E-01
     2.20000      0.17500     8.25137E-01
     2.20000      0.22500     7.75170E-01
     2.20000      0.27500     7.25199E-01
     2.20000      0.32500     6.75223E-01
     2.20000      0.37500     6.25242E-01
     2.20000      0.42500     5.75255E-01
     2.20000      0.47500     5.25261E-01
     2.20000      0.52500     4.75261E-01
     2.20000      0.57500     4.25255E-01
     2.20000      0.62500     3.75242E-01
     2.20000      0.67500     3.25223E-01
     2.20000      0.72500     2.75199E-01
     2.20000      0.77500     2.25170E-01
     2.20000      0.82500     1.75137E-01
     2.20000      0.87500     1.25100E-01
     2.20000      0.92500     7.50611E-02
     2.20000      0.97500     2.50206E-02
     2.20000      1.00000     0.00000E+00
     2.30000      0.00000     1.00000E+00
     2.30000      0.02500     9.75014E-01
     2.30000      0.07500     9.25043E-01
     2.30000      0.12500     8.75070E-01
     2.30000      0.17500     8.25096E-01
     2.30000      0.22500     7.75119E-01
     2.30000      0.27500     7.25140E-01
     2.30000      0.32500     6.75157E-01
     2.30000      0.37500     6.25170E-01
     2.30000      0.42500     5.75179E-01
     2.30000      0.47500     5.25183E-01
     2.30000      0.52500     4.75183E-01
     2.30000      0.57500     4.25179E-01
     2.30000      0.62500     3.75170E-01
     2.30000      0.67500     3.25157E-01
     2.30000      0.72500     2.75140E-01
     2.30000      0.77500     2.25119E-01
     2.30000      0.82500     1.75096E-01
     2.30000      0.87500     1.25070E-01
     2.30000      0.92500     7.50429E-02
     2.30000      0.97500     2.50144E-02
     2.30000      1.00000     0.00000E+00
     2.40000      0.00000     1.00000E+00
     2.40000      0.02500     9.75010E-01
     2.40000      0.07500     9.25030E-01
     2.40000      0.12500     8.75049E-01
     2.40000      0.17500     8.25067E-01
     2.40000      0.22500     7.75084E-01
     2.40000      0.27500     7.25098E-01
     2.40000      0.32500     6.75110E-01
     2.40000      0.37500     6.25119E-01
     2.40000      0.42500     5.75125E-01
     2.40000      0.47500     5.25129E-01
     2.40000      0.52500     4.75129E-01
     2.40000      0.57500     4.25125E-01
     2.40000      0.62500     3.75119E-01
     2.40000      0.67500     3.25110E-01
     2.40000      0.72500     2.75098E-01
     2.40000      0.77500     2.25084E-01
     2.40000      0.82500     1.75067E-01
     2.40000      0.87500     1.25049E-01
     2.40000      0.92500     7.50301E-02
     2.40000      0.97500     2.50101E-02
     2.40000      1.00000     0.00000E+00
     2.50000      0.00000     1.00000E+00
     2.50000      0.02500     9.75007E-01
     2.50000      0.07500     9.25021E-01
     2.50000      0.12500     8.75035E-01
     2.50000      0.17500     8.25047E-01
     2.50000      0.22500     7.75059E-01
     2.50000      0.27500     7.25069E-01
     2.50000      0.32500     6.75077E-01
     2.50000      0.37500     6.25084E-01
     2.50000      0.42500     5.75088E-01
     2.50000      0.47500     5.25090E-01
     2.50000      0.52500     4.75090E-01
     2.50000      0.57500     4.25088E-01
     2.50000      0.62500     3.75084E-01
     2.50000      0.67500     3.25077E-01
     2.50000      0.72500     2.75069E-01
     2.50000      0.77500     2.25059E-01
     2.50000      0.82500     1.75047E-01
     2.50000      0.87500     1.25035E-01
     2.50000      0.92500     7.50211E-02
     2.50000      0.97500     2.50071E-02
     2.50000      1.00000     0.00000E+00
     2.60000      0.00000     1.00000E+00
     2.60000      0.02500     9.75005E-01
     2.60000      0.07500     9.25015E-01
     2.60000      0.12500     8.75024E-01
     2.60000      0.17500     8.25033E-01
     2.60000      0.22500     7.75041E-01
     2.60000      0.27500     7.25048E-01
     2.60000      0.32500     6.75054E-01
     2.60000      0.37500     6.25059E-01
     2.60000      0.42500     5.75062E-01
     2.60000      0.47500     5.25063E-01
     2.60000      0.52500     4.75063E-01
     2.60000      0.57500     4.25062E-01
     2.60000      0.62500     3.75059E-01
     2.60000      0.67500     3.25054E-01
     2.60000      0.72500     2.75048E-01
     2.60000      0.77500     2.25041E-01
     2.60000      0.82500     1.75033E-01
     2.60000      0.87500     1.25024E-01
     2.60000      0.92500     7.50148E-02
     2.60000      0.97500     2.50050E-02
     2.60000      1.00000     0.00000E+00
     2.70000      0.00000     1.00000E+00
     2.70000      0.02500     9.75003E-01
     2.70000      0.07500     9.25010E-01
     2.70000      0.12500     8.75017E-01
     2.70000      0.17500     8.25023E-01
     2.70000      0.22500     7.75029E-01
     2.70000      0.27500     7.25034E-01
     2.70000      0.32500     6.75038E-01
     2.70000      0.37500     6.25041E-01
     2.70000      0.42500     5.75043E-01
     2.70000      0.47500     5.25044E-01
     2.70000      0.52500     4.75044E-01
     2.70000      0.57500     4.25043E-01
     2.70000      0.62500     3.75041E-01
     2.70000      0.67500     3.25038E-01
     2.70000      0.72500     2.75034E-01
     2.70000      0.77500     2.25029E-01
     2.70000      0.82500     1.75023E-01
     2.70000      0.87500     1.25017E-01
     2.70000      0.92500     7.50104E-02
     2.70000      0.97500     2.50035E-02
     2.70000      1.00000     0.00000E+00
